ID,SourceText,VanillaText,Russian,English,Status,Context,Packages,Locations,Notes
987654321,<style WeaponModHeader><DisplayName></style>,,<style WeaponModHeader><DisplayName></style>,<style WeaponModHeader><DisplayName></style>,russian-override;new-id,jazz:Code/System_Firearm_AddProperties.lua:477,jazz,jazz:Code/System_Firearm_AddProperties.lua:601 | jazz:Code/System_WeaponRemovableModify.lua:528,
890000000004621,КАРЛОС,,КАРЛОС,CARLOS,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127801 | jazz-units:UnitData/Jazz_Carlos.lua:24,
890000000004622,"Dexterity 61, Marksmanship 67, Agility 91. Пессимист, местный повстанец. Уважает Мигеля, Иру и Дмитрия; терпеть не может Игги.",,"Dexterity 61, Marksmanship 67, Agility 91. Пессимист, местный повстанец. Уважает Мигеля, Иру и Дмитрия; терпеть не может Игги.","61 Dexterity, 67 Marksmanship, 91 Agility. A pessimistic local rebel. Respects Miguel, Ira, and Dimitri; can't stand Iggy.",russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127802 | jazz-units:UnitData/Jazz_Carlos.lua:25,
890000000004623,Пессимист,,Пессимист,Pessimist,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127804 | jazz-units:UnitData/Jazz_Carlos.lua:27,
890000000004624,Carlos@arulco.reb,,Carlos@arulco.reb,Carlos@arulco.reb,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127805 | jazz-units:UnitData/Jazz_Carlos.lua:28,
890000000004625,carlos,,carlos,carlos,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127806 | jazz-units:UnitData/Jazz_Carlos.lua:29,
890000000004626,Карлос... зачем звонить? Всё равно плохо кончится.,,Карлос... зачем звонить? Всё равно плохо кончится.,Carlos... why call? It ends badly anyway.,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127807 | jazz-units:UnitData/Jazz_Carlos.lua:30,
890000000004627,Карлос слушает. Плохие новости?,,Карлос слушает. Плохие новости?,Carlos listening. Bad news?,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127808 | jazz-units:UnitData/Jazz_Carlos.lua:31,
890000000004628,Связь прервалась. Вернёмся к делу.,,Связь прервалась. Вернёмся к делу.,Connection dropped. Back to business.,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127809 | jazz-units:UnitData/Jazz_Carlos.lua:32,
890000000004629,"Как обычно, всё плохо.",,"Как обычно, всё плохо.","As usual, everything's bad.",russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127810 | jazz-units:UnitData/Jazz_Carlos.lua:33,
890000000004630,"Ладно. Иду. Скорее всего, зря.",,"Ладно. Иду. Скорее всего, зря.",All right. I'm coming. Probably a mistake.,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127811 | jazz-units:UnitData/Jazz_Carlos.lua:34,
890000000004631,Контракт заканчивается. Продлеваем?,,Контракт заканчивается. Продлеваем?,My contract is ending. Are we renewing?,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127812 | jazz-units:UnitData/Jazz_Carlos.lua:35,
890000000004632,Остаюсь. Хуже уже не будет.,,Остаюсь. Хуже уже не будет.,I'm staying. It can't get any worse.,russian-override;new-id,Jazz_Carlos,jazz-units,jazz-units:items.lua:127813 | jazz-units:UnitData/Jazz_Carlos.lua:36,
890000000004635,Девин Коннелл,,Девин Коннелл,Devin Connell,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128046 | jazz-units:UnitData/Jazz_Devin.lua:22,
890000000004636,Девин,,Девин,Devin,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128047 | jazz-units:UnitData/Jazz_Devin.lua:23,
890000000004637,ДЕВИН,,ДЕВИН,DEVIN,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128048 | jazz-units:UnitData/Jazz_Devin.lua:24,
890000000004638,"Статы 60–70, Dexterity 88, Explosives 96. Одиночка, бывший боец ИРА. Симпатизирует Реду; недолюбливает британцев.",,"Статы 60–70, Dexterity 88, Explosives 96. Одиночка, бывший боец ИРА. Симпатизирует Реду; недолюбливает британцев.","Stats in the 60-70 range, 88 Dexterity, 96 Explosives. A loner and former IRA fighter. Gets along with Red; not fond of the British.",russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128049 | jazz-units:UnitData/Jazz_Devin.lua:25,
890000000004639,IRA,,IRA,IRA,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128051 | jazz-units:UnitData/Jazz_Devin.lua:27,
890000000004640,Devin@arulco.local,,Devin@arulco.local,Devin@arulco.local,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128052 | jazz-units:UnitData/Jazz_Devin.lua:28,
890000000004641,ira,,ira,ira,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128053 | jazz-units:UnitData/Jazz_Devin.lua:29,
890000000004642,Девин занят. Позже.,,Девин занят. Позже.,Devin's busy. Later.,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128054 | jazz-units:UnitData/Jazz_Devin.lua:30,
890000000004643,Коннелл слушает.,,Коннелл слушает.,Connell here.,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128055 | jazz-units:UnitData/Jazz_Devin.lua:31,
890000000004644,Связь прервалась. Вернёмся к делу.,,Связь прервалась. Вернёмся к делу.,Connection dropped. Back to business.,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128056 | jazz-units:UnitData/Jazz_Devin.lua:32,
890000000004645,"Ну что, есть что взорвать?",,"Ну что, есть что взорвать?","So, is there anything to blow up?",russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128057 | jazz-units:UnitData/Jazz_Devin.lua:33,
890000000004646,За такую цену — идёт.,,За такую цену — идёт.,At that price—I'm in.,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128058 | jazz-units:UnitData/Jazz_Devin.lua:34,
890000000004647,Контракт заканчивается. Продлеваем?,,Контракт заканчивается. Продлеваем?,My contract is ending. Are we renewing?,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128059 | jazz-units:UnitData/Jazz_Devin.lua:35,
890000000004648,Остаюсь.,,Остаюсь.,I'm staying.,russian-override;new-id,Jazz_Devin,jazz-units,jazz-units:items.lua:128060 | jazz-units:UnitData/Jazz_Devin.lua:36,
890000000004651,Брием «Шенк» Друз,,Брием «Шенк» Друз,"Briem ""Shank"" Drews",russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128293 | jazz-units:UnitData/Jazz_Shank.lua:22,
890000000004652,Шенк,,Шенк,Shank,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128294 | jazz-units:UnitData/Jazz_Shank.lua:23,
890000000004653,ШЕНК,,ШЕНК,SHANK,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128295 | jazz-units:UnitData/Jazz_Shank.lua:24,
890000000004654,"Статы 30–35, но Wisdom 80. Не умеет плавать, оптимист. Дружит с Динамо и Иваном. Работает за 20 долларов в день — дешевле только даром.",,"Статы 30–35, но Wisdom 80. Не умеет плавать, оптимист. Дружит с Динамо и Иваном. Работает за 20 долларов в день — дешевле только даром.","Stats in the 30-35 range, but 80 Wisdom. Can't swim, incurable optimist. Friends with Dynamo and Ivan. Works for $20 a day — cheaper only if it were free.",russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128296 | jazz-units:UnitData/Jazz_Shank.lua:25,
890000000004655,Манчкин,,Манчкин,The Munchkin,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128298 | jazz-units:UnitData/Jazz_Shank.lua:27,
890000000004656,Shank@merc.com,,Shank@merc.com,Shank@merc.com,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128299 | jazz-units:UnitData/Jazz_Shank.lua:28,
890000000004657,shank,,shank,shank,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128300 | jazz-units:UnitData/Jazz_Shank.lua:29,
890000000004658,Shank offline.,,Shank offline.,Shank offline.,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128301 | jazz-units:UnitData/Jazz_Shank.lua:30,
890000000004659,Shank here.,,Shank here.,Shank here.,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128302 | jazz-units:UnitData/Jazz_Shank.lua:31,
890000000004660,Continue.,,Continue.,Continue.,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128303 | jazz-units:UnitData/Jazz_Shank.lua:32,
890000000004661,Waiting.,,Waiting.,Waiting.,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128304 | jazz-units:UnitData/Jazz_Shank.lua:33,
890000000004662,Hired.,,Hired.,Hired.,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128305 | jazz-units:UnitData/Jazz_Shank.lua:34,
890000000004663,Contract ending?,,Contract ending?,Contract ending?,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128306 | jazz-units:UnitData/Jazz_Shank.lua:35,
890000000004664,Staying.,,Staying.,Staying.,russian-override;new-id,Jazz_Shank,jazz-units,jazz-units:items.lua:128307 | jazz-units:UnitData/Jazz_Shank.lua:36,
890000000004667,Доктор Винсент «Винс»,,Доктор Винсент «Винс»,"Doctor Vincent ""Vince""",russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128540 | jazz-units:UnitData/Jazz_Vince.lua:22,
890000000004668,Винс,,Винс,Vince,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128541 | jazz-units:UnitData/Jazz_Vince.lua:23,
890000000004669,ВИНС,,ВИНС,VINCE,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128542 | jazz-units:UnitData/Jazz_Vince.lua:24,
890000000004670,"Health 94, Dexterity 92, Agility 49, Marksmanship 35, Wisdom 94, Medical 94, Leadership 33. Быстро учится сам и легко учит других; одинаково хорошо стреляет и лечит обеими руками. Страдает клаустрофобией.",,"Health 94, Dexterity 92, Agility 49, Marksmanship 35, Wisdom 94, Medical 94, Leadership 33. Быстро учится сам и легко учит других; одинаково хорошо стреляет и лечит обеими руками. Страдает клаустрофобией.","94 Health, 92 Dexterity, 49 Agility, 35 Marksmanship, 94 Wisdom, 94 Medical, 33 Leadership. A fast learner who's just as quick to teach others; shoots and treats wounds equally well with either hand. Suffers from claustrophobia.",russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128543 | jazz-units:UnitData/Jazz_Vince.lua:25,
890000000004671,Ментор,,Ментор,Mentor,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128545 | jazz-units:UnitData/Jazz_Vince.lua:27,
890000000004672,Vince@arulco.med,,Vince@arulco.med,Vince@arulco.med,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128546 | jazz-units:UnitData/Jazz_Vince.lua:28,
890000000004673,vince,,vince,vince,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128547 | jazz-units:UnitData/Jazz_Vince.lua:29,
890000000004674,Доктор Винс на операции. Перезвоните.,,Доктор Винс на операции. Перезвоните.,Dr. Vince is in surgery. Call back.,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128548 | jazz-units:UnitData/Jazz_Vince.lua:30,
890000000004675,Винсент слушает. Кого нужно подлатать?,,Винсент слушает. Кого нужно подлатать?,Vincent here. Who needs patching up?,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128549 | jazz-units:UnitData/Jazz_Vince.lua:31,
890000000004676,Связь прервалась. Вернёмся к делу.,,Связь прервалась. Вернёмся к делу.,Connection dropped. Back to business.,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128550 | jazz-units:UnitData/Jazz_Vince.lua:32,
890000000004677,Всегда рад научить чему-то новому.,,Всегда рад научить чему-то новому.,Always happy to teach someone something new.,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128551 | jazz-units:UnitData/Jazz_Vince.lua:33,
890000000004678,Готов учить и лечить. Иду.,,Готов учить и лечить. Иду.,Ready to teach and patch people up. On my way.,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128552 | jazz-units:UnitData/Jazz_Vince.lua:34,
890000000004679,Контракт заканчивается. Продлеваем?,,Контракт заканчивается. Продлеваем?,My contract is ending. Are we renewing?,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128553 | jazz-units:UnitData/Jazz_Vince.lua:35,
890000000004680,Остаюсь. Ещё многому могу научить.,,Остаюсь. Ещё многому могу научить.,I'm staying. I still have plenty to teach.,russian-override;new-id,Jazz_Vince,jazz-units,jazz-units:items.lua:128554 | jazz-units:UnitData/Jazz_Vince.lua:36,
890000000004683,Ричард «Убийца» Рутвен,,Ричард «Убийца» Рутвен,"Richard ""Hitman"" Ruthven",russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128787 | jazz-units:UnitData/Jazz_Hitman.lua:22,
890000000004684,Убийца,,Убийца,Killer,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128788 | jazz-units:UnitData/Jazz_Hitman.lua:23,
890000000004685,УБИЙЦА,,УБИЙЦА,HITMAN,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128789 | jazz-units:UnitData/Jazz_Hitman.lua:24,
890000000004686,"Статы 75–80, Wisdom 59, Marksmanship 93. Разыскиваемый террорист-наёмник — берёт контракт, чтобы отсидеться, а затем скрывается. Не умеет плавать. Уважает Мэджика; терпеть не может Фло; недолюбливает американцев.",,"Статы 75–80, Wisdom 59, Marksmanship 93. Разыскиваемый террорист-наёмник — берёт контракт, чтобы отсидеться, а затем скрывается. Не умеет плавать. Уважает Мэджика; терпеть не может Фло; недолюбливает американцев.","Stats in the 75-80 range, 59 Wisdom, 93 Marksmanship. A wanted mercenary terrorist who takes the contract to lie low before disappearing again. Can't swim. Respects Magic; can't stand Flo; not fond of Americans.",russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128790 | jazz-units:UnitData/Jazz_Hitman.lua:25,
890000000004687,Разыскиваемый,,Разыскиваемый,Wanted Man,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128792 | jazz-units:UnitData/Jazz_Hitman.lua:27,
890000000004688,Hitman@dark.net,,Hitman@dark.net,Hitman@dark.net,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128793 | jazz-units:UnitData/Jazz_Hitman.lua:28,
890000000004689,ruthven,,ruthven,ruthven,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128794 | jazz-units:UnitData/Jazz_Hitman.lua:29,
890000000004690,Hitman offline.,,Hitman offline.,Hitman offline.,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128795 | jazz-units:UnitData/Jazz_Hitman.lua:30,
890000000004691,Говори быстро.,,Говори быстро.,Talk fast.,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128796 | jazz-units:UnitData/Jazz_Hitman.lua:31,
890000000004692,Связь прервалась. Вернёмся к делу.,,Связь прервалась. Вернёмся к делу.,Connection dropped. Back to business.,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128797 | jazz-units:UnitData/Jazz_Hitman.lua:32,
890000000004693,Время идёт.,,Время идёт.,Clock's ticking.,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128798 | jazz-units:UnitData/Jazz_Hitman.lua:33,
890000000004694,Неделя. Не больше.,,Неделя. Не больше.,One week. No more.,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128799 | jazz-units:UnitData/Jazz_Hitman.lua:34,
890000000004695,Контракт заканчивается. Продлеваем?,,Контракт заканчивается. Продлеваем?,My contract is ending. Are we renewing?,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128800 | jazz-units:UnitData/Jazz_Hitman.lua:35,
890000000004696,Остаюсь ещё немного.,,Остаюсь ещё немного.,I'm staying a little longer.,russian-override;new-id,Jazz_Hitman,jazz-units,jazz-units:items.lua:128801 | jazz-units:UnitData/Jazz_Hitman.lua:36,
890000000004699,Полковник Фредерик Биггенс,,Полковник Фредерик Биггенс,Colonel Frederick Biggens,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129034 | jazz-units:UnitData/Jazz_Biggens.lua:22,
890000000004700,Биггенс,,Биггенс,Biggens,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129035 | jazz-units:UnitData/Jazz_Biggens.lua:23,
890000000004701,БИГГЕНС,,БИГГЕНС,BIGGENS,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129036 | jazz-units:UnitData/Jazz_Biggens.lua:24,
890000000004702,"Ветеран из Urban Brawl. Статы 55–65, Marksmanship 71, Explosives 92. Оптимист, плохо переносит жару. Ставит заряды по старой школе — надёжно и аккуратно.",,"Ветеран из Urban Brawl. Статы 55–65, Marksmanship 71, Explosives 92. Оптимист, плохо переносит жару. Ставит заряды по старой школе — надёжно и аккуратно.","An Urban Brawl veteran. Stats in the 55-65 range, 71 Marksmanship, 92 Explosives. An optimist, doesn't handle heat well. Sets charges the old-school way — reliable and precise.",russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129037 | jazz-units:UnitData/Jazz_Biggens.lua:25,
890000000004703,Усталый дед,,Усталый дед,Weary Old-Timer,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129039 | jazz-units:UnitData/Jazz_Biggens.lua:27,
890000000004704,Biggens@ub.mil,,Biggens@ub.mil,Biggens@ub.mil,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129040 | jazz-units:UnitData/Jazz_Biggens.lua:28,
890000000004705,biggens,,biggens,biggens,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129041 | jazz-units:UnitData/Jazz_Biggens.lua:29,
890000000004706,Биггенс отдыхает. Перезвоните.,,Биггенс отдыхает. Перезвоните.,Biggens is resting. Call back later.,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129042 | jazz-units:UnitData/Jazz_Biggens.lua:30,
890000000004707,Полковник Биггенс слушает.,,Полковник Биггенс слушает.,Colonel Biggens speaking.,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129043 | jazz-units:UnitData/Jazz_Biggens.lua:31,
890000000004708,Связь прервалась. Вернёмся к делу.,,Связь прервалась. Вернёмся к делу.,Connection dropped. Back to business.,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129044 | jazz-units:UnitData/Jazz_Biggens.lua:32,
890000000004709,"Жарковато сегодня, но не жалуюсь.",,"Жарковато сегодня, но не жалуюсь.","Bit warm today, but I'm not complaining.",russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129045 | jazz-units:UnitData/Jazz_Biggens.lua:33,
890000000004710,Ещё один заряд не помешает. Иду.,,Ещё один заряд не помешает. Иду.,One more charge can't hurt. I'm in.,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129046 | jazz-units:UnitData/Jazz_Biggens.lua:34,
890000000004711,Контракт заканчивается. Продлеваем?,,Контракт заканчивается. Продлеваем?,My contract is ending. Are we renewing?,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129047 | jazz-units:UnitData/Jazz_Biggens.lua:35,
890000000004712,Остаюсь. Дело своё знаю.,,Остаюсь. Дело своё знаю.,I'm staying. I know my trade.,russian-override;new-id,Jazz_Biggens,jazz-units,jazz-units:items.lua:129048 | jazz-units:UnitData/Jazz_Biggens.lua:36,
890000000004715,Джон Кульба,,Джон Кульба,John Kulba,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129281 | jazz-units:UnitData/Jazz_Kulba.lua:22,
890000000004716,Кульба,,Кульба,Kulba,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129282 | jazz-units:UnitData/Jazz_Kulba.lua:23,
890000000004717,КУЛЬБА,,КУЛЬБА,KULBA,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129283 | jazz-units:UnitData/Jazz_Kulba.lua:24,
890000000004718,"Ветеран Urban Brawl. Статы 55–60, Marksmanship 95, Mechanical 88. Жена умерла от рака вскоре после спасения из Арулко. Ультра-патриот, любит Гаса, недолюбливает Ивана, Игоря и Рикошета.",,"Ветеран Urban Brawl. Статы 55–60, Marksmanship 95, Mechanical 88. Жена умерла от рака вскоре после спасения из Арулко. Ультра-патриот, любит Гаса, недолюбливает Ивана, Игоря и Рикошета.","An Urban Brawl veteran. Stats in the 55-60 range, 95 Marksmanship, 88 Mechanical. His wife died of cancer shortly after the Arulco rescue. An ultra-patriot who's fond of Gus but can't stand Ivan, Igor, or Ricochet.",russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129284 | jazz-units:UnitData/Jazz_Kulba.lua:25,
890000000004719,Патриот-дед,,Патриот-дед,Patriotic Grandpa,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129286 | jazz-units:UnitData/Jazz_Kulba.lua:27,
890000000004720,Kulba@ub.mil,,Kulba@ub.mil,Kulba@ub.mil,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129287 | jazz-units:UnitData/Jazz_Kulba.lua:28,
890000000004721,kulba,,kulba,kulba,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129288 | jazz-units:UnitData/Jazz_Kulba.lua:29,
890000000004722,Кульба на службе. Перезвоните.,,Кульба на службе. Перезвоните.,Kulba is on duty. Call back.,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129289 | jazz-units:UnitData/Jazz_Kulba.lua:30,
890000000004723,Кульба слушает. За свободу.,,Кульба слушает. За свободу.,Kulba speaking. For freedom.,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129290 | jazz-units:UnitData/Jazz_Kulba.lua:31,
890000000004724,Связь прервалась. Вернёмся к делу.,,Связь прервалась. Вернёмся к делу.,Connection dropped. Back to business.,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129291 | jazz-units:UnitData/Jazz_Kulba.lua:32,
890000000004725,Старое оружие ещё послужит.,,Старое оружие ещё послужит.,The old weapon still has some fight left in it.,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129292 | jazz-units:UnitData/Jazz_Kulba.lua:33,
890000000004726,За свободу. Я в деле.,,За свободу. Я в деле.,For freedom. I'm in.,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129293 | jazz-units:UnitData/Jazz_Kulba.lua:34,
890000000004727,Контракт заканчивается. Продлеваем?,,Контракт заканчивается. Продлеваем?,My contract is ending. Are we renewing?,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129294 | jazz-units:UnitData/Jazz_Kulba.lua:35,
890000000004728,Остаюсь. Есть ещё порох в пороховницах.,,Остаюсь. Есть ещё порох в пороховницах.,I'm staying. There's life in the old dog yet.,russian-override;new-id,Jazz_Kulba,jazz-units,jazz-units:items.lua:129295 | jazz-units:UnitData/Jazz_Kulba.lua:36,
890000000004731,Леннарт «Зануда» Вильде,,Леннарт «Зануда» Вильде,"Lennart ""Vilde"" Wilde",russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129528 | jazz-units:UnitData/Jazz_Vilde.lua:22,
890000000004732,Зануда,,Зануда,Vilde,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129529 | jazz-units:UnitData/Jazz_Vilde.lua:23,
890000000004733,ЗАНУДА,,ЗАНУДА,BORE,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129530 | jazz-units:UnitData/Jazz_Vilde.lua:24,
890000000004734,"Wildfire. Статы ~80, Leadership 67, Marksmanship 74. Плохо переносит жару. Педантичен до занудства — отсюда прозвище. Любит Аллика и Монка; недолюбливает Доктора Кью и Линкса.",,"Wildfire. Статы ~80, Leadership 67, Marksmanship 74. Плохо переносит жару. Педантичен до занудства — отсюда прозвище. Любит Аллика и Монка; недолюбливает Доктора Кью и Линкса.","Wildfire mercenary. Stats around 80, 67 Leadership, 74 Marksmanship. Handles heat poorly. Pedantic to the point of being tedious — hence the nickname. Fond of Allik and Monk; not fond of Dr.Q or Lynx.",russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129531 | jazz-units:UnitData/Jazz_Vilde.lua:25,
890000000004735,Тоже эстонец,,Тоже эстонец,Another Estonian,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129533 | jazz-units:UnitData/Jazz_Vilde.lua:27,
890000000004736,Vilde@aim.com,,Vilde@aim.com,Vilde@aim.com,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129534 | jazz-units:UnitData/Jazz_Vilde.lua:28,
890000000004737,vilde,,vilde,vilde,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129535 | jazz-units:UnitData/Jazz_Vilde.lua:29,
890000000004738,"Это Леннарт Вильде. Если вам есть что предложить, говорите после сигнала.",,"Это Леннарт Вильде. Если вам есть что предложить, говорите после сигнала.","This is Lennart Vilde. If you have an offer, speak after the tone.",russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129536 | jazz-units:UnitData/Jazz_Vilde.lua:30,
890000000004739,"Леннарт на связи, привет...",,"Леннарт на связи, привет...","Lennart here, hello...",russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129537 | jazz-units:UnitData/Jazz_Vilde.lua:31,
890000000004740,Я повторю...,,Я повторю...,Let me repeat myself...,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129538 | jazz-units:UnitData/Jazz_Vilde.lua:32,
890000000004741,Ночная операция... Она пошла бы мне на пользу.,,Ночная операция... Она пошла бы мне на пользу.,A night operation... That would suit me well.,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129539 | jazz-units:UnitData/Jazz_Vilde.lua:33,
890000000004742,"Отлично, я поспешу.",,"Отлично, я поспешу.","Excellent, I'll hurry.",russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129540 | jazz-units:UnitData/Jazz_Vilde.lua:34,
890000000004743,Я был бы не против продлить контракт... Есть работа?,,Я был бы не против продлить контракт... Есть работа?,I wouldn't mind renewing the contract... Is there work?,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129541 | jazz-units:UnitData/Jazz_Vilde.lua:35,
890000000004744,Отлично. Мы договорились.,,Отлично. Мы договорились.,Excellent. We have a deal.,russian-override;new-id,Jazz_Vilde,jazz-units,jazz-units:items.lua:129542 | jazz-units:UnitData/Jazz_Vilde.lua:36,
890000000004747,Грациелла «Грейс» Джирелли,,Грациелла «Грейс» Джирелли,"Graziella ""Grace"" Girelli",russian-override;new-id,Jazz_Grace,jazz-units,jazz-units:items.lua:129775 | jazz-units:UnitData/Jazz_Grace.lua:22,
890000000004748,Грейс,,Грейс,Grace,russian-override;new-id,Jazz_Grace,jazz-units,jazz-units:items.lua:129776 | jazz-units:UnitData/Jazz_Grace.lua:23,
890000000004749,ГРЕЙС,,ГРЕЙС,GRACE,russian-override;new-id,Jazz_Grace,jazz-units,jazz-units:items.lua:129777 | jazz-units:UnitData/Jazz_Grace.lua:24,
